GiftId,TripId
77,3194
118,4686
152,3643
155,5252
157,3475
167,333
218,4850
287,2345
296,215
302,1209
309,315
390,4847
424,3371
538,4440
569,1324
576,1430
593,607
669,884
725,3742
1018,2052
1035,1143
1127,3764
1134,196
1148,2641
1154,91
1180,5293
1238,1000
1294,2830
1300,1814
1323,182
1375,5117
1383,3459
1446,1751
1462,1134
1610,2533
1749,1664
1759,2007
1798,2952
1820,5015
1852,4485
1899,667
1938,4542
1969,3961
2044,454
2099,3859
2205,364
2224,1582
2261,2538
2273,2779
2280,2215
2375,938
2406,1757
2435,2193
2484,2984
2573,1132
2581,5022
2670,4578
2720,4458
2727,1481
2852,3524
2855,1992
2898,2150
2920,4539
2987,1736
2988,3757
3058,1466
3076,4248
3110,4147
3222,2816
3335,720
3374,5191
3376,2909
3401,4406
3411,3567
3422,1558
3441,253
3448,4825
3495,1962
3502,3703
3530,469
3531,2952
3655,1277
3715,3502
3769,805
3803,2549
3821,244
3832,5088
3860,3386
3881,2461
3901,2299
3973,1438
3994,1684
4050,1713
4156,1242
4177,4174
4182,4167
4224,2729
4225,1822
4232,2793
4267,4585
4376,3179
4386,4943
4401,5061
4464,2034
4645,1627
4657,2368
4730,92
4837,3554
4843,3029
4889,1779
4904,2353
4914,2111
4936,3399
4963,867
4970,2174
5047,3617
5050,4517
5109,1753
5113,4401
5153,1258
5158,709
5194,521
5210,374
5234,2172
5262,4841
5276,1204
5310,5049
5420,3210
5442,3491
5465,3315
5471,2246
5473,3061
5553,5240
5567,1926
5571,4776
5686,73
5782,2851
5892,1567
5934,1892
5937,941
6021,752
6029,2832
6055,4125
6062,4009
6163,3020
6174,1916
6278,5024
6288,2869
6332,3040
6425,3796
6562,3028
6590,3487
6594,4818
6652,2425
6688,3296
6713,3364
6763,2893
6800,839
6863,3407
6910,2739
6968,1092
7021,4231
7110,1010
7115,4051
7236,3362
7293,3818
7328,990
7459,1453
7629,2035
7735,1837
7778,1755
7779,5006
7808,3141
7845,4188
7865,4032
7898,3185
7992,607
8027,2398
8041,4366
8047,4706
8050,2723
8136,3357
8251,3553
8265,1531
8322,878
8398,1093
8443,433
8467,799
8471,3430
8503,2056
8717,4694
8766,1077
8800,4761
8865,2261
8912,4284
8946,1533
8953,4589
9054,2541
9131,4141
9224,5241
9351,4197
9413,5125
9474,4494
9478,5298
9510,2455
9525,2593
9543,4272
9601,3405
9616,4108
9639,4652
9678,3947
9847,2473
9886,5135
9896,308
9963,3876
10002,3572
10141,4675
10229,3076
10235,770
10299,846
10337,215
10339,5218
10344,2108
10397,4198
10506,142
10539,5247
10557,1314
10683,3010
10692,3895
10740,2056
10802,708
10834,2170
10870,920
10882,2777
10948,3988
10966,3002
11002,1428
11004,2486
11064,1371
11071,4275
11091,1812
11142,2270
11155,3210
11211,2551
11234,3609
11350,5187
11397,4996
11427,3455
11439,4556
11591,3807
11605,1318
11624,2536
11632,4779
11645,1204
11677,4274
11683,573
11802,1800
11842,4241
11925,31
11943,5162
12074,134
12094,4275
12104,4826
12127,3486
12205,1269
12227,3389
12240,2555
12265,4903
12285,2885
12305,900
12317,829
12339,2950
12404,2603
12436,3217
12484,1850
12530,3749
12695,70
12773,3393
12826,3263
12872,5278
12998,3022
13030,1268
13042,2571
13058,1880
13078,4683
13124,409
13157,2436
13226,3749
13292,2064
13318,3191
13335,3820
13402,1128
13478,370
13539,2667
13550,152
13562,2520
13572,1302
13743,4671
13783,2286
13827,867
13921,3914
13932,4966
14020,4214
14032,128
14060,758
14119,1368
14146,3166
14237,844
14301,2437
14327,1053
14331,718
14449,4686
14472,2128
14473,2540
14545,2137
14558,5071
14691,1933
14709,587
14727,1621
14784,915
14816,943
14848,3683
14850,3892
14862,1759
14955,4507
14971,3949
15082,858
15252,2534
15284,2626
15299,1669
15310,4269
15351,4374
15380,43
15415,4947
15563,4038
15609,4253
15678,2477
15686,1849
15704,1086
15735,3034
15787,5235
15815,769
15846,2270
15861,1327
15890,3718
15904,4481
15933,1851
15943,3924
16024,683
16028,1918
16072,3312
16089,3449
16146,455
16215,4092
16279,3814
16283,3791
16336,5289
16343,1172
16386,606
16443,2201
16580,1294
16634,3916
16682,510
16699,1331
16704,4605
16716,5010
16731,3001
16752,4753
16775,3240
16777,3236
16870,1847
16876,78
16934,2435
16944,2961
16949,3229
16960,1759
16985,978
16999,1553
17131,2500
17338,3121
17369,3224
17411,1833
17413,184
17485,3802
17505,776
17573,3798
17649,3432
17760,3525
17793,4446
17857,1183
17871,1721
17943,2668
17968,1499
17989,4486
18034,3693
18043,996
18065,1763
18067,5279
18111,5204
18132,2990
18154,2337
18168,3939
18240,1619
18248,4969
18272,2677
18323,3198
18325,1770
18332,1779
18360,3040
18378,2816
18411,4021
18435,1147
18472,2760
18487,2427
18505,1872
18523,1190
18525,1853
18533,2250
18562,4040
18602,4335
18676,5034
18726,4752
18755,1225
18820,4324
18826,454
18842,2462
18872,1784
18878,1269
18929,912
18930,3026
19000,2317
19005,1494
19053,2950
19095,984
19151,374
19181,1083
19243,660
19281,842
19286,3758
19289,1340
19293,2035
19604,1460
19678,4943
19773,2174
19785,5060
19830,3011
19867,724
20000,2176
20044,3752
20089,1458
20106,2177
20126,3663
20158,3712
20159,5200
20217,4600
20259,1765
20266,1490
20302,3123
20393,2171
20397,5100
20525,4037
20548,4781
20592,4874
20660,1930
20685,2981
20713,1878
20768,2806
20805,1460
20825,5298
20833,1431
20865,3553
20866,2511
20959,3173
20990,2672
21099,2934
21130,1639
21155,464
21159,4578
21182,1043
21226,1172
21294,223
21336,4009
21343,4479
21674,4447
21723,2353
21785,2246
21882,2989
21917,2417
21992,192
22046,308
22093,2891
22160,4118
22173,4763
22242,4841
22339,2463
22357,934
22384,1742
22389,268
22452,759
22503,4661
22510,2115
22614,4760
22619,3114
22688,4478
22691,3045
22747,732
22845,130
23003,3217
23008,3189
23018,4913
23082,1818
23105,5182
23134,4783
23139,2021
23199,4496
23210,2984
23250,1565
23313,3219
23355,3163
23431,396
23632,4812
23638,1164
23664,2230
23686,1850
23690,511
23751,4544
23810,1492
23813,611
23817,331
23846,3307
23870,1597
23962,5227
24020,776
24068,2447
24071,910
24080,788
24096,5138
24135,3409
24173,167
24181,3735
24212,2438
24226,776
24359,1446
24377,4195
24463,4745
24471,4373
24539,2526
24570,345
24587,4686
24605,2163
24618,4219
24621,377
24664,1110
24693,1601
24694,740
24701,1152
24794,3033
24842,3890
24847,1831
24937,1412
24941,4424
24983,341
25010,3807
25028,4072
25156,3590
25185,4471
25276,3347
25305,2513
25336,4344
25375,2889
25401,1163
25502,296
25512,2366
25762,5182
25801,2197
25825,4397
25874,4487
25959,3646
25982,3507
26053,2292
26190,4682
26298,3909
26359,5110
26395,4928
26398,264
26520,4690
26543,8
26550,352
26551,1382
26627,3154
26777,1989
26802,1095
26808,404
26819,2611
27005,838
27010,2855
27085,3760
27100,587
27115,2436
27142,3426
27148,3575
27266,1271
27338,2953
27405,2854
27506,3887
27612,1367
27645,3056
27662,873
27689,3478
27717,3694
27732,87
27758,2869
27768,2409
27778,5071
27842,1136
27862,2678
27958,4966
28033,1893
28061,3701
28069,3237
28073,4732
28074,1608
28181,3580
28337,245
28376,1428
28428,1519
28454,2634
28455,1649
28544,4867
28568,2190
28626,1625
28700,1181
28714,235
28719,4057
28732,3501
28836,2052
28837,4496
28862,1005
28903,2921
28942,3933
28992,3568
28996,681
29009,245
29037,1271
29109,4548
29198,3596
29254,3886
29258,4057
29318,172
29328,4908
29396,1078
29402,4233
29475,2802
29481,427
29522,1924
29591,1652
29597,4147
29604,4710
29660,3809
29661,1631
29773,4140
29842,2462
29860,5263
29870,1150
29915,4253
29917,941
30046,3880
30053,2317
30071,4132
30082,666
30083,3396
30143,3192
30147,1097
30198,1942
